PID,UR,Alias,Merged,Deleted,IHI,familyName,givenName,birthdate,sex,streetNo,streetName,streetType,suburb,state,postcode,country,longitude,latitude,medicareNo,dvaNo,dvaType,married,race,deathDate
502316,304632,,,,8003609903683298,WHITE,THELMA,2010-02-03,F,99939,PEACH CREEK,GROVE,Kings Langley,QLD,3310,AUS,141.5294,-37.7345,33053296372,,,S,4,
502317,304634,,,,8003609903683348,WILSON,LORETTA,1961-06-22,F,99985,TRAVIS JAMES,CENTREWAY,Bremer,WA,2558,AUS,150.8115,-34.0379,23774966022,,,M,4,
502318,304636,,,,8003609903683397,TAYLOR,NORMA,1969-03-23,F,99954,STAGG,TERRACE,Dunorlan,NSW,4815,AUS,146.7178,-19.3879,40197275931,,,S,4,2006-01-30
502319,304638,,,,8003609903683447,JONES,STEVEN,1964-07-01,M,99923,LOWER CAMPUS,WAY,Sweetmans Creek,VIC,4125,AUS,153.0672,-27.7044,41085126515,,,M,4,
502320,304640,,,,8003609903683496,JONES,KELLY,2002-04-03,F,99986,BUTTERFIELD PEAK,PARKWAY,Murrami,ACT,3862,AUS,147.1673,-37.4489,39509931125,,,S,1,
502321,304642,,,,8003609903683546,BROWN,BELINDA,1980-07-25,F,99985,CROSSROAD,VISTA,Pages River,WA,4406,AUS,150.2227,-27.3158,49707924471,,,M,4,
502322,304644,,,,8003609903683595,WILSON,DAWN,2011-03-02,F,99967,CERVANTES,CLOSE,Westville,TAS,3590,AUS,143.4794,-35.2220,34249460875,,,S,4,
502323,304646,,,,8003609903683645,WILLIAMS,BRENDA,1972-10-15,F,99927,COBBLE CRK,WALKWAY,Farrars Creek,ACT,2717,AUS,142.0361,-34.0979,28787561011,,,S,4,
502324,304648,,,,8003609903683694,BROWN,RAY,1986-10-07,M,99918,BINGHAM CREEK,CONCOURSE,Remlap,NSW,7330,AUS,145.1002,-40.9028,57818348831,,,W,4,
502325,304650,,,,8003609903683736,WILSON,LORENA,1986-11-05,F,99952,MORNING DEW,CIRCUIT,Culmaran Creek,ACT,3228,AUS,144.3257,-38.3129,38186922131,,,W,4,
502326,304652,,,,8003609903683777,BROWN,GERALDINE,1989-04-04,F,99921,STANIDA,CLOSE,Terip Terip,SA,4701,AUS,150.6029,-23.2733,46394100154,,,W,4,
502327,304654,,,,8003609903683827,WILLIAMS,DEBORAH,2001-01-04,F,99957,DEVA,STRAND,Sunnycliffs,ACT,2717,AUS,142.0361,-34.0979,24251761664,,,S,4,
502328,304656,,,,8003609903683868,JONES,EVERETT,1962-09-13,M,99974,EDGEWOOD,PARADE,Burra Creek,TAS,5092,AUS,138.6810,-34.8232,51076524235,,,W,4,
502329,304658,,,,8003609903683918,BROWN,MARIA,1941-06-24,F,99939,LECORBUSIER,HIGHWAY,Noggerup,NSW,4034,AUS,153.0397,-27.3586,46222270123,WPX30971E,ORN,S,4,
502330,304660,,,,8003609903683967,JOHNSON,LAURA,1970-03-09,F,99998,MINE SPRING,PROMENADE,Brigalow,WA,7015,AUS,147.3751,-42.8418,57694011944,,,W,4,
502331,304662,,,,8003609903684015,TAYLOR,BARNEY,1934-06-26,M,99972,DOLOMITE,MALL,Costello,NSW,6156,AUS,115.8046,-32.0514,64196206215,,,M,4,
502332,304664,,,,8003609903684056,JONES,DIANE,1951-02-15,F,99956,STORM MTN,GROVE,The Sandon,WA,4880,AUS,145.4278,-16.8627,44350923075,,,M,2,
502333,304666,,,,8003609903684098,BROWN,BORIS,1949-07-20,M,99941,OLD SANDY,STRAND,Ranceby,ACT,4828,AUS,138.4935,-19.7062,48853112044,VGW63103E,GOL,M,4,
502334,304668,,,,8003609903684130,WHITE,ANN,1951-05-21,F,99998,CLAREMONT,ROAD,Bomen,TAS,4695,AUS,150.8845,-23.8114,40949482811,,,S,4,
502335,304670,,,,8003609903684171,WILSON,JASON,2006-10-10,M,99957,LIBERTY WELLS,PARADE,Hanson,NT,2134,AUS,151.1041,-33.8783,26907972475,,,S,4,
502336,304672,,300006,,8003609903579371,JONES,ROBERT,2010-09-18,M,99959,FAWN HILL,STREET,Lower Turners Marsh,QLD,3163,AUS,145.0411,-37.8921,32613579854,,,S,4,
502337,304674,,,,8003609903684254,JONES,SEAN,1960-04-08,M,99987,COTTON BLOSSOM,LANE,Legana,NT,4556,AUS,153.0401,-26.6613,41940505641,,,S,4,
502338,304676,,,,8003609903684304,WILLIAMS,AMOS,1958-03-15,M,99914,MOUNT BALDY,CAUSEWAY,East Warburton,WA,4160,AUS,153.2555,-27.5081,49446568015,,,S,4,
502339,304678,,,,8003609903684346,TAYLOR,ALMA,1945-06-15,F,99976,MISTY CREEK,PARKWAY,Corobimilla,ACT,3198,AUS,145.1421,-38.1027,35726593622,,,D,4,
502340,304680,,,,8003609903684395,SMITH,JUNE,2015-05-08,F,99934,WENTWORTH,RIDGE,Evanston Park,VIC,6488,AUS,117.7875,-31.0387,68574164363,,,S,4,
502341,304682,,,,8003609903684445,JONES,TAMEIKA,1977-04-10,F,99962,SUMMER WILLOW,ALLEY,Aberfoyle,TAS,6182,AUS,115.8264,-32.4443,62831317513,,,W,4,
502342,304684,,,,8003609903684486,TAYLOR,ALLAN,1988-12-17,M,99939,TENTH,CONCOURSE,Kadnook,SA,4359,AUS,152.1136,-27.7755,43485957334,,,S,4,2012-07-01
502344,304688,,,,8003609903684577,BROWN,VERNA,1950-01-31,F,99957,SAGERS,HIGHWAY,Millmerran Woods,VIC,2120,AUS,151.0700,-33.7136,28097936664,,,D,4,
502345,304690,,300006,,8003609903579371,JONES,ROBERT,2010-09-20,M,99959,FAWN HILL,STREET,Lower Turners Marsh,QLD,3163,AUS,145.0411,-37.8921,32613579854,,,S,4,
502346,304692,,,,8003609903684650,JONES,WILFRED,1971-08-24,M,99905,COTTONWD COVE,WALKWAY,Russell,TAS,5554,AUS,137.6953,-33.9677,50511275042,,,M,4,
502347,304694,,,,8003609903684692,WILSON,JENNIFER,1957-01-18,F,99998,TRAVERSE RIDGE,CRUISEWAY,Pyrmont,NT,6740,AUS,126.7446,-14.7459,67402769113,,,M,4,
502348,304696,,,,8003609903684734,TAYLOR,ANTON,1933-04-01,M,99989,SADDLE CREST,PARADE,Jardine,TAS,3943,AUS,144.7394,-38.3437,38797297624,,,M,4,
502349,304698,,,,8003609903684783,SMITH,FRANCINE,1981-05-04,F,99906,JEREMA,CIRCLE,Mona Mona,NT,2205,AUS,151.1538,-33.9308,23558834043,,,M,4,
502350,304700,,,,8003609903684825,WHITE,HIRAM,1964-04-05,M,99977,OPEN HILL,MALL,Saltwater River,VIC,4303,AUS,152.8306,-27.6171,46481077511,,,M,4,
502352,304704,,,,8003609903684924,MARTIN,HOWARD,1987-02-11,M,99935,MEADOW GLEN,VIEW,Mount Burr,NT,2179,AUS,150.8088,-33.9238,29533234771,,,M,4,
502353,304706,,,,8003609903684973,SMITH,ROSARIO,1939-12-12,F,99998,GREYSTOCK,DRIVE,Officer,SA,2047,AUS,151.1528,-33.8520,20931964823,,,W,4,
502354,304708,,,,8003609903685012,WILLIAMS,JENNIFFER,2002-04-18,F,99958,HOLLADAY PINES,PARADE,Port Paterson,NSW,4497,AUS,149.0554,-28.5965,45560765634,,,S,4,
502355,304710,,,,8003609903685061,JOHNSON,BRENT,1992-02-10,M,99916,NEW MAPLE,TRACK,Nullamanna,TAS,6161,AUS,115.5207,-32.0069,60176797941,,,S,4,
502356,304712,,,,8003609903685111,WILSON,MAX,1970-11-14,M,99937,BECKFORD,CIRCUS,Yambuna,TAS,2175,AUS,150.8480,-33.8426,28377475322,,,S,4,
502357,304714,,,,8003609903685160,MARTIN,HARVEY,2010-09-23,M,99911,POWDER,PARKWAY,Langdons Hill,NSW,6514,AUS,115.0213,-29.9875,66547591923,,,S,4,2014-11-09
502358,304716,,300012,,8003609903579504,WILLIAMS,DONALD,1994-09-29,M,99928,AVELINE,TERRACE,Balwyn,QLD,6290,AUS,115.2132,-34.2687,69112759831,,,S,4,
502359,304718,,,,8003609903685251,WILLIAMS,CHRISTOPHER,1991-05-26,M,99953,MILLBURN MANOR,ESPLANADE,Flora Hill,QLD,2822,AUS,148.6301,-31.9849,27644397061,,,S,4,
502360,304720,,,,8003609903685293,WILLIAMS,ANA,1995-12-24,F,99961,SCHORR,GROVE,Sussex Inlet,WA,5640,AUS,136.3219,-33.3488,53992049963,,,D,4,
502361,304722,,,,8003609903685343,MARTIN,SUSAN,2003-09-20,F,99915,BOULDER PINES,STREET,Newbold,ACT,3516,AUS,143.9390,-36.6022,39193044575,,,S,4,
502362,304724,,,,8003609903685392,BROWN,HAROLD,1964-04-29,M,99928,CINNAMON WOOD,CLOSE,Seven Hills West,NT,6124,AUS,116.1474,-32.3702,68514980123,,,S,4,
502363,304726,,,,8003609903685442,TAYLOR,HENRY,1960-01-30,M,99963,SKI HOME,PARADE,Ripponlea,QLD,6470,AUS,117.3239,-30.4035,67069764945,,,M,4,
502364,304728,,,,8003609903685491,BROWN,ERNESTINE,1990-08-15,F,99975,SOTEMPLE,PROMENADE,Bellbird Park,ACT,2284,AUS,151.6323,-32.9352,23513822443,QSM95377D,NSP,D,4,
502365,304730,,,,8003609903685533,SMITH,FELICIA,1948-07-24,F,99972,SALACA,GLEN,Green Hills Range,TAS,2766,AUS,150.8431,-33.7721,24165127013,,,S,4,
502366,304732,,,,8003609903685582,MARTIN,FRANCIS,2002-04-18,M,99973,BELFRY,WAY,Nethercote,QLD,6620,AUS,116.7695,-29.2090,62537603621,,,S,4,
502367,304734,,,,8003609903685624,TAYLOR,EMMITT,1937-12-20,M,99982,GALILEO,GLEN,Urana,TAS,4572,AUS,153.1017,-26.6696,47353081954,,,D,4,1958-11-19
502368,304736,,,,8003609903685673,WILSON,ROSE,2013-02-04,F,99951,CEDAR FALLS,TRACK,Wynnum West,WA,3516,AUS,144.0592,-36.5928,32821716664,,,S,4,2014-03-11
502369,304738,,,,8003609903685715,WHITE,DANA,1991-05-29,F,99961,GRUBB,STREET,Gilgandra,VIC,4390,AUS,150.6137,-28.3765,48947733331,NSM43813C,ORN,M,4,
502370,304740,,,,8003609903685764,WILSON,JORDAN,1945-07-30,F,99935,POACHER,RISE,Horseshoe Bend,VIC,6571,AUS,116.4385,-30.9269,69808145342,,,M,4,
502371,304742,,,,8003609903685806,WHITE,STEVE,1977-09-07,M,99904,ARBROATH,HIGHWAY,Ruffy,QLD,6239,AUS,115.7691,-33.5423,60065910944,,,S,4,2009-07-23
502372,304744,,,,8003609903685848,WILSON,RICHIE,2002-05-22,M,99946,QUAIL CROSSING,ALLEY,Brown Hill Creek,QLD,3971,AUS,146.4413,-38.5326,36736781975,,,S,4,
502373,304746,,,,8003609903685897,JONES,MICAH,1936-12-06,M,99969,TOMMY THOMPSON,TERRACE,Surfside,ACT,4069,AUS,152.9114,-27.5381,46889579452,,,S,4,
502374,304748,,,,8003609903685939,MARTIN,CARRIE,1960-04-08,F,99985,NORTH KINGS ROW,VIEW,Whitwarta,NSW,4178,AUS,153.1737,-27.3857,41114655513,SPX84158A,GOL,M,4,
502375,304750,,,,8003609903685988,SMITH,ELEANOR,2014-09-28,F,99912,VALLE VISTA,PARKWAY,Port Curtis,NSW,3254,AUS,143.5287,-38.2964,31973460954,,,S,4,
502376,304752,,,,8003609903686028,WHITE,CLIFFORD,1944-04-29,M,99917,HEAVENLY,PARADE,Douglas Point South,NSW,3482,AUS,142.7470,-36.0868,32386844663,,,M,4,
502377,304754,,,,8003609903686077,JOHNSON,MERRY,1940-05-08,F,99935,LEHMAN,TRACK,Willsons Downfall,WA,5072,AUS,138.6755,-34.9222,59371803862,,,M,4,
502378,304756,,,,8003609903686119,WILSON,KATHRYN,1999-04-26,F,99939,SAGE FORK,CIRCUIT,Pardoo,ACT,5017,AUS,138.5010,-34.8065,53156934635,,,S,4,
502379,304758,,,,8003609903686168,WILSON,BRANDI,1954-02-03,F,99904,CABOT,ALLEY,Lake Carlet,TAS,4034,AUS,153.0460,-27.3723,41781743524,,,M,4,
502380,304760,,,,8003609903686200,WILSON,CAROL,1950-12-31,F,99952,PINNACLE,PARKWAY,Bayonet Head,SA,2042,AUS,151.1700,-33.9001,20872829233,,,M,4,
502381,304762,,300018,,8003609903579637,JOHNSON,ROSALINDA,2016-04-15,F,99912,BRAEMAR,AVENUE,Mingenew,VIC,4743,AUS,148.1190,-21.3530,43027340511,,,S,4,
502382,304764,,,,8003609903686309,WILSON,RUBIE,1972-09-12,F,99998,ALTAVILLA,STRAND,New Port,QLD,6383,AUS,117.3555,-32.1557,62468016353,,,S,4,
502383,304766,,,,8003609903686341,JONES,SANDRA,2005-05-07,F,99951,HORN SILVER,ESPLANADE,Aramara,TAS,3312,AUS,141.1177,-37.7403,37163236951,,,S,4,
502384,304768,,,,8003609903686382,BROWN,JASMINE,1976-12-29,F,99947,FALSTAFF,ALLEY,Johnburgh,TAS,2627,AUS,148.6661,-36.4103,20976029925,,,S,4,
502385,304770,,,,8003609903686432,JONES,MADELINE,1987-02-07,F,99976,CAWDOR,ALLEY,Veresdale,NSW,5136,AUS,138.7368,-34.9184,50726593333,,,M,4,
502386,304772,,,,8003609903686473,SMITH,MEGAN,1978-01-14,F,99925,CARMEN,CIRCUIT,Beenong,ACT,3309,AUS,141.5398,-37.8134,34375622434,,,M,4,
502387,304774,,,,8003609903686523,BROWN,LORRAINE,1944-05-12,F,99929,STRATLER,VISTA,Merrigum,SA,4036,AUS,153.0171,-27.3074,42241233545,,,S,4,
502389,304778,,,,8003609903686614,WILLIAMS,PHILIP,1939-01-09,M,99990,RALPH H,LANE,Claremont North,NSW,4699,AUS,150.7783,-23.5816,49510092625,,,W,4,
502390,304780,,,,8003609903686655,WHITE,DANIEL,1975-07-13,M,99941,PEACEFULE VIEW,GLEN,Biniguy,ACT,4061,AUS,152.9451,-27.4433,40885645854,,,S,4,
502391,304782,,,,8003609903686697,BROWN,JOE,2005-01-19,M,99999,RED SPRINGS,PARADE,Minnamurra,ACT,5311,AUS,140.7206,-34.5620,56907691331,,,S,4,
502392,304784,,,,8003609903686739,JONES,IRENE,1974-01-02,F,99995,MONTCALM,PARKWAY,Bramfield,TAS,2390,AUS,149.7406,-30.5021,29885031215,,,W,1,
502393,304786,,,,8003609903686788,WILSON,EVELYN,1939-08-02,F,99946,DAMSEL,WALKWAY,Macksville,ACT,4106,AUS,153.0036,-27.5493,41369744672,,,S,4,
502394,304788,,,,8003609903686838,BROWN,BRIAN,1955-07-10,M,99966,CHAPEL OAKS,STRAND,Gumly Gumly,NT,5272,AUS,140.1635,-37.2470,53189007525,,,M,4,
502395,304790,,,,8003609903686887,TAYLOR,HAROLD,1961-04-03,M,99936,ROYAL AUTUMN,CIRCUS,Beeac,NT,2250,AUS,151.3541,-33.4188,25961169173,,,M,4,
502396,304792,,,,8003609903686929,JONES,WILLY,1939-09-26,M,99997,LOYOLA,RISE,Port Sorell,SA,2715,AUS,143.3892,-34.3432,24483292432,,,M,4,
502397,304794,,,,8003609903686960,JOHNSON,JORDAN,1947-10-16,M,99986,ROTHMOOR,TRACK,Glen Alice,WA,3527,AUS,143.3320,-36.1943,32259975863,,,D,4,
502398,304796,,,,8003609903687000,WILLIAMS,MIGUEL,1937-06-10,M,99973,WOODED PARK,COURT,Ellenborough,QLD,3463,AUS,143.9120,-36.8246,38087116062,,,S,1,
502399,304798,,,,8003609903687059,SMITH,KATHRYN,1964-04-08,F,99945,KELVINGROVE,PARADE,Benayeo,NT,2623,AUS,149.4240,-35.5718,26370136271,,,S,4,
502400,304800,,,,8003609903687091,TAYLOR,JEFFREY,1993-04-11,M,99909,DYER,CIRCUS,Semaphore Park,NT,2281,AUS,151.6204,-33.1163,27386830763,,,W,4,
502401,304802,,,,8003609903687141,SMITH,SHAWN,2012-02-10,M,99995,MONTEGO,COURT,Lock,VIC,2754,AUS,150.7314,-33.5344,28156128315,,,S,4,
502402,304804,,,,8003609903687182,JONES,RYAN,2013-06-27,M,99950,CORAL ROSE,WALKWAY,Kincumber South,WA,3675,AUS,146.2943,-36.5412,31223040914,,,S,4,
502403,304806,,,,8003609903687232,WILSON,FELIX,1947-05-18,M,99960,SESAME,PARADE,Fairy Bower,WA,2594,AUS,148.1771,-34.2329,29965310772,,,S,4,
502404,304808,,,,8003609903687273,TAYLOR,LEON,1946-12-07,M,99962,BRYANSTON,CAUSEWAY,North Dandalup,NSW,5522,AUS,137.9431,-33.5578,58760792415,WIV58991D,NSP,M,4,
502405,304810,,,,8003609903687323,BROWN,ELVIRA,1974-09-25,F,99964,DEVONSHIRE,COURT,Whitemore,ACT,3420,AUS,141.1217,-36.0221,34818924554,,,W,4,
502406,304812,,,,8003609903687364,SMITH,BRITTANY,1932-05-05,F,99980,HERRIMAN,STRAND,Mundulla West,ACT,2146,AUS,150.9710,-33.7841,24254054825,,,S,4,
502407,304814,,,,8003609903687414,WHITE,DORIS,1982-09-28,F,99977,RORY,LANE,Robinvale,SA,4472,AUS,146.0443,-24.6580,44994902951,,,S,4,
502408,304816,,,,8003609903687455,WILLIAMS,COY,1980-05-10,M,99992,GRAND VLY,COURT,Torrensville Plaza,NT,2810,AUS,147.9483,-33.7406,25738804143,,,S,4,
502409,304818,,,,8003609903687497,BROWN,GUADALUPE,2011-12-06,F,99908,MORNING VISTA,CENTREWAY,Calingunee,WA,5007,AUS,138.5758,-34.8982,56090696941,,,S,4,
502410,304820,,,,8003609903687547,MARTIN,VIOLET,1990-06-05,F,99916,ROMANS,HIGHWAY,Millfield,NT,4876,AUS,142.3526,-10.8464,46957341315,,,M,4,
502411,304822,,,,8003609903687588,BROWN,JESSE,1982-10-23,M,99914,STONE STREAM,CLOSE,Lee Point,TAS,6509,AUS,116.2129,-30.9750,67796498065,,,S,4,
502412,304824,,,,8003609903687638,JOHNSON,ANNIE,1935-08-13,F,99953,DALTON FARM,RIDGE,Yarrahapinni,NT,3243,AUS,143.7220,-38.3145,37397610832,,,M,4,
502413,304826,,,,8003609903687687,TAYLOR,CHRIS,2008-09-11,M,99947,SYCAMORE HILL,WALKWAY,Rhynie,ACT,4127,AUS,153.1544,-27.6274,48247256023,,,S,4,
502414,304828,,,,8003609903687729,WILLIAMS,ELIZA,1982-04-04,F,99965,NICHOLAS,AVENUE,Coomba Park,ACT,3207,AUS,144.9233,-37.8343,32334577833,,,M,4,
502415,304830,,,,8003609903687760,WHITE,AURELIA,1944-07-11,F,99967,HONEYSUCKLE,PLACE,Naracoopa,VIC,2537,AUS,149.8147,-35.9088,28929360763,,,S,4,
502416,304832,,,,8003609903687810,SMITH,PAMELA,1974-08-16,F,99989,GALLACHER,PARADE,Glen Innes,SA,6714,AUS,116.8455,-20.7348,62788295522,,,M,4,
502418,304836,,,,8003609903687901,WILSON,PETRA,1986-08-28,F,99956,MOOSE HAVEN,PARKWAY,Jarra Creek,TAS,3726,AUS,146.0702,-36.3490,39597675512,,,M,4,
502419,304838,,,,8003609903687943,BROWN,RYAN,1938-04-23,M,99945,PACIFIC,ROAD,Silent Grove,QLD,7264,AUS,148.3169,-40.9968,51535127574,,,W,4,
502420,304840,,,,8003609903687992,TAYLOR,TINA,1997-11-01,F,99920,EDINBURGH,CONCOURSE,Kennedy,ACT,3599,AUS,143.0980,-34.7297,32771206252,,,M,4,
502421,304842,,,,8003609903688032,WHITE,GAY,1997-06-09,F,99967,NOB HILL,TERRACE,Warialda Rail,SA,4822,AUS,142.6381,-20.8667,46358874525,,,D,4,
502422,304844,,,,8003609903688081,TAYLOR,DWIGHT,1979-10-15,M,99962,SESAME,RIDGE,Ravenswood South,ACT,6560,AUS,116.3808,-31.7500,65808112334,,,S,4,
502423,304846,,,,8003609903688131,WILLIAMS,SAMUEL,1940-04-07,M,99941,SILVER ROSE,RISE,Oak Park,NT,2905,AUS,149.1196,-35.4487,22778577521,,,S,4,
502424,304848,,300018,,8003609903579637,JOHNSON,ROSALINDA,2016-04-15,F,99950,STAFFORD,STRAND,Kayena,NSW,3240,AUS,144.1837,-38.3022,43027340511,,,S,4,
502425,304850,,,,8003609903688222,JOHNSON,HEATHER,1958-06-05,F,99973,LENA,TERRACE,Monduran,TAS,2227,AUS,151.0835,-34.0346,23703528465,,,M,4,
502426,304852,,,,8003609903688263,WILLIAMS,THERESA,2005-11-23,F,99955,DANAUS,HIGHWAY,Koo Wee Rup,WA,2121,AUS,151.0943,-33.7585,25196296472,V 336603D,UNK,S,4,
502427,304854,,,,8003609903688313,TAYLOR,VERA,1999-08-09,F,99915,ROCKWELL VISTA,GLEN,Robin Falls,NSW,2902,AUS,149.0628,-35.3863,20022360311,,,S,4,
502428,304856,,,,8003609903688362,SMITH,ALLISON,1945-05-29,F,99980,CUMULUS,RIDGE,Boorara,NT,2318,AUS,151.8423,-32.7042,29369828362,,,W,4,
502429,304858,,,,8003609903688404,MARTIN,BILLY,1973-04-25,M,99972,PINEHAVEN,VISTA,Oakhampton Heights,NT,4878,AUS,145.6912,-16.8312,44274505711,,,W,4,
502430,304860,,,,8003609903688446,WILLIAMS,EVAN,1934-06-28,M,99920,MAJESTIC,MALL,Merseylea,ACT,4825,AUS,138.6097,-18.6042,43175818123,,,S,4,
502431,304862,,,,8003609903688487,WILSON,CARI,1977-02-08,F,99993,BINGHAM HILLS,COURT,Gympie DC,NT,3370,AUS,143.8912,-37.2806,36010038333,,,S,4,
502433,304866,,,,8003609903688560,WILSON,THRESA,1982-10-08,F,99947,MEADOWGATE,CAUSEWAY,Tunnack,NT,3240,AUS,144.1066,-38.3110,33558594445,,,W,4,
502434,304868,,300018,,8003609903579637,JOHNSON,ROSALINDA,2016-04-15,F,99912,BRAEMAR,AVENUE,Mingenew,VIC,4743,AUS,148.1190,-21.3530,43027340511,,,S,4,
502435,304870,,300008,,8003609903579413,JOHNSON,FRED,1994-07-25,M,99980,ROSEDALE,VISTA,Lalor,ACT,5033,AUS,138.5658,-34.9321,59507559551,,,M,4,
502436,304872,,,,8003609903688701,JONES,ALFREDA,1958-01-03,F,99935,MAGIC WAND,COURT,Guilderton,NSW,5214,AUS,138.8134,-35.4841,50191080064,,,S,4,
502437,304874,300016,,,8003609903579587,JONES-BROWN,MARY,2011-03-21,F,99900,PINE MEADOW,WALKWAY,Oxley Flats,NT,5651,AUS,135.6419,-33.1346,37592625965,,,S,4,
502438,304876,,,,8003609903688792,JOHNSON,WILFREDO,2002-10-25,M,99935,CLARA,PARKWAY,Putty,NT,4481,AUS,142.4331,-25.4883,45299108831,NSM99462B,WHT,S,4,
502439,304878,,,,8003609903688834,WILSON,TED,1969-06-08,M,99911,THAMES,HIGHWAY,South Yilgarn,NSW,3356,AUS,143.8342,-37.6014,32944650573,,,M,4,
502440,304880,,,,8003609903688875,SMITH,SAUL,1988-09-11,M,99966,DANSIE,TRACK,Redbournberry,SA,3129,AUS,145.1106,-37.8034,37513524633,,,D,4,
502441,304882,,,,8003609903688917,BROWN,SHERMAN,2004-11-16,M,99935,BO MAR,PROMENADE,Nangkita,NSW,6211,AUS,115.6429,-32.7549,61412746161,,,S,4,
502442,304884,300014,,,8003609903579546,SMITH,EDWARD,1976-04-19,M,99961,STRATTON,RISE,Tiona,WA,3607,AUS,145.1787,-36.8552,37099950653,,,M,4,
502444,304888,,,,8003609903689055,WILLIAMS,EBONY,2004-05-27,F,99963,TALIESEN,GLEN,Wonuarra,NSW,3175,AUS,145.2126,-37.9855,34855203421,,,S,4,
502446,304892,,,,8003609903689154,SMITH,WAYNE,1961-10-31,M,99964,MARCREST,TERRACE,Rangeway,NT,2208,AUS,151.0989,-33.9398,27888846523,,,S,4,
502447,304894,,,,8003609903689196,BROWN,JOSEPHINE,2005-07-08,F,99996,FAIRGROVE,DRIVE,Grandchester,NSW,5401,AUS,138.6099,-34.1865,56119284653,,,S,4,
502448,304896,,,,8003609903689238,WILSON,LISA,1985-05-24,F,99975,DRY WILLOW,CENTREWAY,Beilba,NSW,3446,AUS,144.3826,-37.1762,33193592953,,,S,4,
502449,304898,,,,8003609903689287,SMITH,DAWN,1976-06-14,F,99966,HIGH CREST,ROAD,Rich Avon West,NSW,4742,AUS,148.6302,-22.1923,40254671323,,,M,4,
502450,304900,,,,8003609903689329,TAYLOR,EMMETT,2007-07-28,M,99950,WILDBERRY,CRESCENT,Tarramba,ACT,3013,AUS,144.8826,-37.8180,35324118371,,,S,4,
502452,304904,,,,8003609903689428,WHITE,FELIX,1967-03-19,M,99957,ROCK CREEK,PLACE,Taragoola,NSW,3073,AUS,145.0023,-37.7123,30588881712,,,S,4,
502453,304906,,,,8003609903689469,WILLIAMS,GUILLERMO,1946-11-08,M,99946,TATTEREDANGEL,LANE,Manyana,SA,7310,AUS,146.2985,-41.2569,52206550144,,,M,4,1988-06-03
502454,304908,,,,8003609903689519,TAYLOR,CAROLYN,1947-02-02,F,99994,THUNDERHEAD,ROAD,Benaraby,NT,5088,AUS,138.6728,-34.8513,56605176675,,,S,4,
502456,304912,,,,8003609903689600,WILLIAMS,SHIELA,1975-06-20,F,99912,LOCH LOMOND,DRIVE,West Burleigh,WA,0850,AUS,132.2621,-14.4750,06174375531,,,M,4,
502457,304914,,,,8003609903689642,BROWN,MANUEL,1978-07-03,M,99900,FOX CROSSING,ROAD,Ningi,SA,2027,AUS,151.2356,-33.8729,27503414671,,,W,4,
502458,304916,,300018,,8003609903579637,JOHNSON,ROSALINDA,2016-04-15,F,99912,BRAEMAR,AVENUE,Mingenew,VIC,4743,AUS,148.1190,-21.3530,43027340511,,,S,4,
502459,304918,,,,8003609903689733,WILLIAMS,FAYE,1946-02-02,F,99900,CHARLES LINDBERGH,SQUARE,Numburindi,WA,3123,AUS,145.0498,-37.8309,37867193412,,,D,4,
502460,304920,,,,8003609903689782,WILLIAMS,MONA,1982-02-20,F,99947,FEDERAL,TRACK,Bungonia,TAS,4417,AUS,149.3917,-26.9299,43410914023,,,S,4,
502461,304922,,,,8003609903689824,TAYLOR,EVERETT,1962-01-09,M,99918,ASPEN HILLS,DRIVE,Heritage Park,NT,3169,AUS,145.1067,-37.9428,38197702152,,,M,4,
502462,304924,,,,8003609903689873,WILLIAMS,MALCOLM,1979-09-16,M,99943,SUNSET CREST,RIDGE,North Geelong,NSW,5260,AUS,139.5644,-35.3156,59620857435,,,S,4,
502463,304926,,,,8003609903689915,MARTIN,RUSSELL,1973-02-22,M,99906,SECRET GARDEN,CAUSEWAY,Devils Hole,WA,3475,AUS,143.5565,-36.7688,39908887434,,,S,4,2015-08-05
502464,304928,,,,8003609903689964,BROWN,SELMA,1982-06-04,F,99921,GARONNE,PROMENADE,Cherry Tree Pool,QLD,2398,AUS,149.7939,-29.7095,28389353955,,,M,4,
502465,304930,,,,8003609903690004,TAYLOR,JESSE,2005-05-06,M,99993,VINTAGE,CRUISEWAY,Minjah,NSW,6536,AUS,114.4685,-27.6660,67196973425,,,S,4,
502466,304932,,,,8003609903690046,MARTIN,BONNIE,1960-01-05,F,99983,SYCAMORE FARM,GROVE,Belli Park,TAS,3338,AUS,144.5414,-37.7011,31638232863,QGW99217D,GOL,M,4,
502467,304934,,,,8003609903690095,WILLIAMS,CRYSTAL,1984-05-10,F,99931,URBANDALE,CRESCENT,Wynarka,TAS,2646,AUS,146.3628,-35.9997,29686195044,,,M,4,
502468,304936,,,,8003609903690145,MARTIN,INEZ,2012-06-26,F,99918,LA BREA,CONCOURSE,Gaeta,ACT,2077,AUS,151.1054,-33.7102,23010684053,,,S,4,
502469,304938,,,,8003609903690186,SMITH,PEARL,1986-08-06,F,99959,CADENZA,ESPLANADE,Hermidale,SA,6058,AUS,116.0070,-31.9820,63558435155,,,W,4,
502471,304942,,,,8003609903690277,SMITH,LUANNE,1972-03-09,F,99996,MILLHAVEN,GLEN,Finniss Valley,WA,3557,AUS,144.5285,-36.6441,38325668352,,,S,4,
