PID,UR,AltUR,Alias,Merged,Deleted,IHI,familyName,givenName,birthdate,sex,streetNo,streetName,streetType,suburb,state,postcode,country,longitude,latitude,medicareNo,dvaNo,dvaType,married,race,deathDate
21355,17456,303538,,,,8003609903658647,JONES,WILLIE,1984-07-25,M,99957,BURGESS,CENTREWAY,Palm Island,SA,3956,AUS,145.9285,-38.6616,32018417812,QP954846D,ORN,M,4,
21356,17461,305628,,,,8003609903705752,TAYLOR,JUDY,1959-01-12,F,99993,GLAMIS,WALK,Bromley,QLD,6010,AUS,115.7990,-31.9664,69804495344,,,M,1,1971-01-07
21357,17467,301018,,,,8003609903602090,WHITE,JESUS,2005-09-30,M,99904,CALYPSO,BOULEVARD,Seaham,SA,6302,AUS,116.6716,-32.1318,64250427635,,,S,4,
21358,17472,,,,,8003609903588356,JONES,HAZEL,1998-02-07,F,99910,COOL WATER,ROAD,Carlotta,ACT,4718,AUS,149.1468,-24.5856,42521435243,,,S,4,
21359,17477,305042,,,,8003609903692497,MARTIN,FIDELA,2016-10-23,F,99980,BELLA VERDE,PROMENADE,Toolooa,WA,2572,AUS,150.4963,-34.1855,23289742341,,,S,4,
21360,17483,304540,,,,8003609903681250,SMITH,LORRAINE,1944-07-21,F,99997,JUSTIN PARK,RISE,Elland,QLD,5034,AUS,138.5912,-34.9450,58695499353,,,D,4,
21361,17488,,,,,8003609903588422,WILLIAMS,LOTTIE,1945-07-01,F,99969,BRANDY CREEK,LANE,Woolaning,SA,4076,AUS,152.9179,-27.5875,46665577035,,,M,4,
21362,17494,301898,,,,8003609903621769,JONES,DANIEL,1951-01-06,M,99931,FEATHERSTONE,TERRACE,Athol,ACT,6571,AUS,116.4385,-30.9269,62304066335,,,W,4,
21363,17500,303556,,,,8003609903659041,WILSON,MACK,1985-05-13,M,99953,GLENDALE,BOULEVARD,Canada Bay,SA,3045,AUS,144.8350,-37.6756,31782162253,,,D,4,
21364,17506,305558,,,,8003609903581732,TAYLOR,ROBERT,1985-08-13,M,99969,WINDHAM,CENTREWAY,Devonport,WA,3477,AUS,143.1045,-36.5393,59569805964,,,S,4,
21365,17511,304502,,,,8003609903680393,SMITH,PRISCILLA,1996-06-09,F,99902,HEATHER DEE,ALLEY,Mundaring DC,NSW,5022,AUS,138.4977,-34.9163,53819437475,,,M,4,
21366,17516,,10018,,,,WILLIAMS-BROWN,PAULINE,1972-04-11,F,99911,MCKELL,PARKWAY,Roxby Downs,WA,7325,AUS,145.5577,-41.0889,51394794462,,,S,4,
21367,17521,301846,,,,8003609903620589,MARTIN,RAUL,1948-02-19,M,99967,WHITE TAIL,CONCOURSE,Williamtown,QLD,3931,AUS,145.0609,-38.2277,39698426153,,,M,4,
21368,17526,,,,,,SMITH,JOEL,2016-03-16,M,99989,GOSLIN,SQUARE,Dover,QLD,6033,AUS,115.7197,-31.5990,62567732823,,,S,4,
21369,17532,302084,,,,8003609903625968,TAYLER,DANA,2015-09-15,F,99914,BONANZA,WALKWAY,Moonyoonooka,TAS,2866,AUS,148.9176,-32.8543,23493276241,,,S,4,
21370,17538,304610,,,,8003609903682795,WHITE,ERNEST,1971-05-31,M,99913,VANTANA,SQUARE,Mullett Creek,NT,6507,AUS,115.4962,-30.8719,67478835625,,,M,4,
21371,17544,302498,,,,8003609903635280,WILLIAMS,LULA,1939-09-28,F,99958,BASIN,LANE,Crace,QLD,3235,AUS,143.9832,-38.4256,39153056462,,,M,4,
21372,17549,301260,,,,8003609903607479,WILSON,SONIA,1995-05-19,F,99902,LYNARIA,CAUSEWAY,Tanby,VIC,6507,AUS,115.7461,-30.9558,69303842731,,,S,4,
21373,17554,304286,,,,8003609903675542,WILSON,EVERETT,1974-05-15,M,99992,HOLLOW MOOR,ALLEY,Grimwade,NT,5260,AUS,139.5363,-35.2811,38853599044,,,M,4,
21375,17565,300894,,,,8003609903599288,WILLIAMS,JOHN,1950-01-14,M,99945,DORCHESTER,VIEW,Premer,WA,2612,AUS,149.1367,-35.2714,22589087333,,,D,4,
21376,17571,303642,,,,8003609903660999,JONES,COLLIN,1971-03-09,M,99917,CHETS,GROVE,Callaghans Creek,WA,3254,AUS,143.5287,-38.2964,31860702522,,,S,4,
21377,17576,301382,,,,8003609903610234,WILSON,AMANDA,1979-11-24,F,99978,HLTH SCINCE CTRLOOP,RISE,Corunna,QLD,5670,AUS,134.9114,-33.6150,57022595915,,,S,4,
21378,17581,302726,,,,8003609903640371,WILLIAMS,ELSIE,1948-02-05,F,99986,TIMBER CREEK,WALKWAY,Sandy Ridges,ACT,2579,AUS,149.9891,-34.7414,23707138344,,,S,4,
21379,17587,303836,,,,8003609903665402,JOHNSON,RUBY,2006-08-16,F,99936,ACORD MEADOWS,WAY,Silver Spur,VIC,2147,AUS,150.9369,-33.7503,22349228664,,,S,4,
21380,17592,305210,,,,8003609903696373,TAYLOR,RICKY,2000-06-23,M,99994,COPPER DUST,RISE,Horton,TAS,5063,AUS,138.6218,-34.9617,28082217663,,,S,4,2008-06-08
21381,17597,300720,,,,8003609903595336,TAYLOR,JENNIFER,1945-07-29,F,99973,RIVER HEIGHTS,RISE,Lightning Ridge,NT,3711,AUS,145.7138,-37.4316,31509923872,,,S,4,
21382,17602,304596,,,,8003609903682506,SMITH,STEPHEN,2009-04-11,M,99930,CREEK RIDGE,TRACK,Marrara,TAS,4375,AUS,151.9720,-28.5236,40177330151,,,S,4,
21383,17607,301030,,,,8003609903602371,SMITH,BELINDA,1945-02-03,F,99965,GRASSY KNOLL,TERRACE,Lanskey,VIC,6210,AUS,115.6997,-32.5690,67093509714,,,S,4,
21384,17613,,,,,8003609903588562,BROWN,LENA,1995-04-14,F,99955,MT VERNON,GROVE,Katunga,WA,5719,AUS,134.7738,-30.8261,56814877845,,,W,4,
21385,17618,300440,,,,8003609903589065,TAYLOR,CHADWICK,1971-08-27,M,99933,VALLEY VIEW,GROVE,Redpa,ACT,2745,AUS,150.6459,-33.8927,55616080344,,,S,4,
21386,17623,303922,,,,8003609903667366,JONES,DONALD,1974-05-26,M,99962,GRASSY KNOLL,RIDGE,Warawarrup,SA,3558,AUS,144.6747,-36.4714,32030910042,,,W,4,
21387,17628,304850,,,,8003609903688222,JOHNSON,HEATHER,1958-06-05,F,99973,LENA,TERRACE,Monduran,TAS,2227,AUS,151.0835,-34.0346,23703528465,,,M,4,
21388,17633,303930,,,,8003609903581567,MARTEN-JOHNSON,PEGGY,1951-03-14,F,99945,LAVAR,PROMENADE,Neergabby,VIC,4558,AUS,153.0848,-26.6553,62624476155,,,S,4,
21389,17639,302828,,,,8003609903642708,BROWN,KELLEY,1956-08-10,F,99937,DEERBRUSH,ROAD,Wilmot,WA,2778,AUS,150.5148,-33.7110,27299586252,,,S,4,
21390,17644,304726,,,,8003609903685442,TAYLOR,HENRY,1960-01-30,M,99963,SKI HOME,PARADE,Ripponlea,QLD,6470,AUS,117.3239,-30.4035,67069764945,,,M,4,
21391,17650,305606,,,,8003609903579413,JOHNSON,FRED,1994-07-25,M,99951,HOPI,STRAND,Tanunda,NT,2535,AUS,150.6122,-34.7591,59507559551,,,M,4,
21392,17655,300684,,,,8003609903594537,JONES,HECTOR,1944-01-04,M,99952,ARRINGTON,CIRCLE,Faraday,WA,4710,AUS,150.8129,-23.2492,48452275353,,,S,4,
21393,17660,300872,,,,8003609903598785,BROWN,JAMIE,1950-01-14,F,99907,AUTUMN SUN,MALL,Brooklyn Park,ACT,2217,AUS,151.1462,-33.9826,25558951644,,,M,4,
21394,17666,,,,,,WILLIAMS,RICHIE,1948-07-28,M,99950,HEATHER BRAE,CAUSEWAY,Irvington,TAS,6642,AUS,119.7001,-24.0314,62263298421,,,S,4,
21395,17671,,,,,,WILLIAMS,CLARA,1966-10-02,F,99986,SIR PHILIP,CENTREWAY,Narracan,ACT,5114,AUS,138.7434,-34.7192,59281802135,,,M,4,
21396,17676,,,,,8003609903588638,BROWN,PHYLLIS,1946-01-25,F,99978,FLY CATCHERS,WALKWAY,Manmanning,VIC,7016,AUS,147.3776,-42.8076,50638859264,,,D,4,
21397,17682,302442,,,,8003609903634028,SMITH,BEATRICE,1947-09-20,F,99920,VERANDA,RISE,Boondandilla,VIC,2331,AUS,151.1801,-32.7050,20050206722,,,M,4,
21398,17687,303234,,,,8003609903651907,WILSON,KAREN,1954-12-29,F,99900,OAK TERRACE,RISE,Blind Bight,WA,4364,AUS,151.4255,-27.7137,43000705973,,,M,4,
21399,17693,303914,,,,8003609903667184,JONS,JOLENE,2001-05-13,F,99932,HARDMAN,CENTREWAY,Fairy Bower,TAS,2251,AUS,151.4011,-33.5168,29401261555,,,S,4,
21400,17698,,,,,,SMITH,GILBERTO,1983-08-28,M,99969,LONG CREEK,HIGHWAY,Lansdowne Forest,WA,3904,AUS,147.8386,-37.8681,38822565554,,,M,4,
21401,17703,,,,,,BROWN,DUSTIN,1951-05-04,M,99945,COVEWOOD,CONCOURSE,Brandy Hill,TAS,5483,AUS,138.1823,-32.8279,58105240541,,,S,4,1994-02-16
21402,17708,,,,,,JONES,MONICA,1957-08-29,F,99975,AIKENS,GLEN,Tumorrama,NT,5238,AUS,139.4752,-34.9113,55684833072,,,S,4,
21403,17714,,,,,,JONES,CECILIA,1980-01-08,F,99973,DUNHAMMER,BOULEVARD,Bimbourie,TAS,2647,AUS,146.0489,-35.9196,27658614931,,,M,4,
21404,17720,303688,,,,8003609903662037,WILSON,CANDIDA,1954-05-23,F,99903,SANTIAGO,RISE,Cowabbie,ACT,3321,AUS,144.0040,-38.1084,31151893374,,,S,4,
21405,17726,305752,,,,8003609903708558,MARTIN,ALVIN,2007-07-18,M,99975,AUTUMN GLEN,PROMENADE,Redhill Farms,NT,3196,AUS,145.1216,-38.0496,36437672865,,,S,4,
21406,17731,302594,,,,8003609903637369,WHITE,BRANDI,1933-01-16,F,99906,LAUREL OAKS,TRACK,Mylestom,TAS,5253,AUS,139.2685,-35.0765,56484246554,,,S,4,
21407,17737,305728,,,,8003609903708020,JOHNSEN,WANDA,1947-06-16,F,99921,SPRING GLEN,VIEW,Currimundi,WA,3551,AUS,143.8306,-36.7754,30555204074,,,S,1,
21408,17742,300108,,,,8003609903581690,BROWN,ANTONIA,1992-08-25,F,99996,STATION,WALK,Gol Gol,NT,3370,AUS,143.8912,-37.2806,34938115844,,,M,4,
21409,17747,305078,,,,8003609903579504,WILLIAMS,DONALD,1994-09-29,M,99903,BIG SNOWY,ALLEY,Menora,NT,2745,AUS,150.6422,-33.8201,69112759831,,,S,4,
21410,17753,305480,,,,8003609903669271,WILSON,DENNIS,1975-01-12,M,99999,MILKY,DRIVE,Icy Creek,NT,2023,AUS,151.2549,-33.8796,20992895052,,,W,4,
21411,17759,304482,,,,8003609903679957,WILLIAMS,GENEVIEVE,1952-12-12,F,99985,BROWNS POND,TRACK,Gringegalgona,QLD,2176,AUS,150.8767,-33.8789,29024451754,,,M,4,
21412,17765,,,,,8003609903588703,JONES,LEATHA,1935-03-10,F,99984,ARNETTE,COURT,Petherick,TAS,2120,AUS,151.0711,-33.7363,22940711411,SSM17932E,ORN,M,4,
21413,17771,,,,,8003609903588737,BROWN,DANIELLE,1943-01-10,F,99905,COLANDER,CIRCUS,Hotham Heights,ACT,6019,AUS,115.7650,-31.8965,66126362412,,,S,1,
21414,17776,,,10050,,8003609903579363,WILLIAMS,DANIEL,2010-05-11,M,99918,BALDWIN PARK,AVENUE,Kensington Park,QLD,3266,AUS,143.0159,-38.2941,43125682572,,,S,4,
21415,17782,,,,,8003609903588760,WILLIAMS,CATHERINE,2001-06-27,F,99964,ELDA RAE,DRIVE,Peerabeelup,NT,3304,AUS,141.0955,-37.9329,35738652355,WSM07275C,GOL,S,4,
21417,17794,305040,,,,8003609903692455,JONES,FELIX,1981-05-27,M,99992,SILVER PINE,ROAD,Currawong Beach,WA,4343,AUS,152.1875,-27.8109,40374538022,,,M,4,
21418,17799,304920,,,,8003609903689782,WILLIAMS,MONA,1982-02-20,F,99947,FEDERAL,TRACK,Bungonia,TAS,4417,AUS,149.3917,-26.9299,43410914023,,,S,4,
21419,17804,300494,,,,8003609903590261,SMITH,ROLAND,1998-06-16,M,99917,WINDWOOD,CONCOURSE,Collum Collum,ACT,3321,AUS,143.8866,-38.0853,32815428752,,,S,4,
21420,17810,301250,,,,8003609903607263,JONES,DOROTHY,2002-12-20,F,99921,BURTON,VISTA,Redhead,TAS,4173,AUS,153.1251,-27.4736,45867055651,,,S,4,
21421,17816,,,,,,JONES,TAYLOR,1943-10-10,U,99949,NEWBURG,WAY,Phegans Bay,TAS,3068,AUS,144.9857,-37.7834,33658384871,,,S,4,
21422,17822,305336,,,,8003609903699179,WILSON,WALTER,1968-06-24,M,99942,BUCKINGHAM,SQUARE,Kensington Park,NSW,4738,AUS,149.3709,-21.7082,44787366931,,,M,4,
21423,17828,305872,,,,8003609903711305,WHITE,EMORY,1959-07-13,M,99959,NOBLE FIR,MALL,Springfield Central,NT,3942,AUS,144.7735,-38.3706,33511865834,,,M,4,
21424,17834,301676,,,,8003609903616801,WILLIAMS,RUSSELL,1984-08-19,M,99998,CHAPEL HILL,COURT,Lindenow South,WA,2121,AUS,151.0750,-33.7739,28644463934,,,M,4,
21425,17840,300778,,,,8003609903596649,BROWN,KEVIN,1973-04-15,M,99964,PHEASANT HILL,CIRCUIT,Haberfield,ACT,5163,AUS,138.5719,-35.1372,20346288913,,,W,4,
21426,17846,,,,,8003609903588877,BROWN,JANICE,1963-10-14,F,99932,CAVALLO,AVENUE,Wiyarra,VIC,2541,AUS,150.5732,-34.8556,29449881122,,,M,4,
21427,17852,303846,,,,8003609903665634,TAYLOR,NORMAN,1988-06-11,M,99978,LOSTWOOD,ROAD,Broome,QLD,5251,AUS,138.9242,-35.1221,58039281614,,,M,4,
21428,17858,304766,,,,8003609903686341,JONES,SANDRA,2005-05-07,F,99951,HORN SILVER,ESPLANADE,Aramara,TAS,3312,AUS,141.1177,-37.7403,37163236951,,,S,4,
21429,17864,305016,,,,8003609903691911,JOHNSON,CHRISTOPHER,1968-02-21,M,99983,UTAHNA,WALKWAY,Coodanup,NSW,4159,AUS,153.2078,-27.4966,44597039123,,,M,4,
21430,17870,301850,,,,8003609903620670,JONES,TROY,1952-07-14,M,99985,PILGRIM,MALL,Brogans Creek,VIC,4553,AUS,152.9263,-26.7542,41611046112,,,D,4,
21431,17876,304724,,,,8003609903685392,BROWN,HAROLD,1964-04-29,M,99928,CINNAMON WOOD,CLOSE,Seven Hills West,NT,6124,AUS,116.1474,-32.3702,68514980123,,,S,4,
21432,17881,,,,,,WILLIAMS,JOYCE,1996-06-07,F,99902,SAN MARCOS,CIRCUS,Dry Diggings,SA,4550,AUS,152.9880,-26.8105,44518630754,,,M,4,
21433,17887,305606,,,,8003609903579413,JOHNSON,FRED,1993-06-24,M,99980,ROSEDALE,VISTA,Lalor,ACT,5033,AUS,138.5658,-34.9321,59507559551,,,M,4,
21434,17892,301014,,,,8003609903602009,MARTEN,KATHERINE,1933-03-24,F,99966,CLEAR,WALKWAY,Wooroonooran,ACT,0870,AUS,133.8697,-23.6922,38679081671,,,M,4,
21435,17898,303736,,,,8003609903579298,TAYLOR,KEVIN,2016-02-15,M,99973,PAMELA,SQUARE,Goomally,VIC,2011,AUS,151.2283,-33.8716,25833890031,,,S,4,
21436,17904,303944,,,,8003609903667861,WILSON,MASON,2004-05-30,M,99937,CHERRYWOODS,BOULEVARD,Gemmells,NSW,4365,AUS,151.5974,-28.0189,41468907774,,,S,4,
21437,17909,301626,,,,8003609903615696,JONES,LOUIS,2005-10-10,M,99939,RAMFORD,STREET,Ball Bay,NSW,3091,AUS,145.1364,-37.6379,33455588342,,,S,4,
21438,17914,303576,,,,8003609903659496,TAYLOR,MAGDALENA,2014-06-25,F,99984,LANEY,LANE,Benaraby,NT,6762,AUS,123.5280,-21.5048,63077774122,,,S,1,
21439,17920,302472,,,,8003609903634689,MARTIN,JOSEPH,1935-04-04,M,99924,CRYSTAL BLUFFS,CAUSEWAY,Kobble Creek,VIC,2100,AUS,151.2593,-33.7522,53210589972,,,M,4,
21440,17926,304100,,,,8003609903671392,JONES,JENNIFER,1980-04-17,F,99969,CHALET,TERRACE,Lamplough,WA,2039,AUS,151.1733,-33.8645,34118463072,,,M,4,
21441,17932,,,,,8003609903588984,JONES,SHANNON,1957-03-01,F,99933,AUTUMN SKY,BOULEVARD,Bung Bong,NT,2576,AUS,150.4201,-34.4829,24540454863,,,M,4,
21442,17938,304834,,,,8003609903581732,TAYLOR,TIM,1985-08-13,M,99951,NORA,RIDGE,Sunshine Plaza,WA,5067,AUS,138.6282,-34.9307,59569805964,,,S,4,
21443,17944,300218,,,,8003609903584074,SMITH,YOLANDA,1992-03-22,F,99917,APPLE HONEY,AVENUE,Eversley,NT,2456,AUS,153.1490,-29.9951,23560583831,,,S,4,
21444,17949,304492,,,,8003609903680195,BROWN,MIRANDA,1980-05-31,F,99934,PATRIOT HILL,PLACE,Calimo,ACT,5095,AUS,138.6273,-34.8237,41638846011,,,M,4,
21445,17955,302196,,,,8003609903628483,JOHNSON,KIMBERLY,1969-01-22,F,99987,HONEYCUT,ROAD,Upper Caboolture,NT,5068,AUS,138.6462,-34.9312,58019304261,,,M,4,
21446,17961,,,,,8003609903589016,SMITH,JULIUS,2014-06-02,M,99929,BELLE,WALK,Pink Lake,SA,7119,AUS,147.3857,-42.4009,54159905032,,,S,4,
21447,17966,305494,,,,8003609903702783,BROWN,COLE,2005-09-25,M,99936,WATER LILY,CRESCENT,Jilliby,ACT,5357,AUS,139.6319,-34.2866,51016863641,,,S,4,
21448,17972,,,,,,WILLIAMS,RAYLENE,1965-03-10,F,99991,VERANO,PROMENADE,Southtown,ACT,5633,AUS,135.7321,-33.5878,58508212364,,,M,4,
21449,17978,300706,,,,8003609903595021,MARTIN,DONNA,2002-12-16,F,99967,OAK BLUFF,MALL,Tanbar,NT,3941,AUS,144.8514,-38.3781,35186401411,,,S,4,
21450,17984,,,,,,JONES,LENORA,1983-01-24,F,99981,CLAY PARK,CIRCUIT,Rous Mill,WA,3225,AUS,144.6805,-38.2494,36989826742,,,M,4,
21451,17989,301824,,,,8003609903620092,MARTIN,RHIANNON,1965-03-30,F,99951,COSTA,DRIVE,Camp Mountain,TAS,5106,AUS,138.6314,-34.7957,59032539823,,,W,4,
21452,17995,,,,,,SMITH,RENEE,1937-12-31,F,99983,GALLERIA,PARKWAY,Townsville Milpo,SA,3622,AUS,144.7703,-36.2621,32685939754,,,M,4,2003-10-08
21453,18000,302926,,,,8003609903644902,BROWN,JANICE,1990-12-20,F,99965,EDGEWATER,TRACK,Girralong,VIC,5572,AUS,137.7819,-34.2315,51426907035,N 257576C,WHT,S,4,
21454,18006,,10050,,,8003609903579363,WILLIAMS,THOMAS,2010-05-11,M,99911,LAMPTON,SQUARE,Weatherboard,NT,4343,AUS,152.2895,-27.5101,43125682572,,,S,4,
21455,18011,303472,,,,8003609903657169,SMITH,MAX,2008-12-15,M,99942,HARKNESS,TRACK,Gunbalanya,TAS,3516,AUS,144.0062,-36.5493,30751798432,,,S,4,
21456,18017,305324,,,,8003609903698890,SMITH,ALVIN,1958-02-25,U,99971,HARBOR POINTE,WALK,Deep Bay,VIC,5464,AUS,138.4739,-33.7581,51406145844,,,S,4,
21457,18023,304614,,,,8003609903682894,SMITH,EBONIE,2009-12-19,F,99990,SOUTHPOINTE,VISTA,Holmes,NSW,4572,AUS,153.1017,-26.6696,40283281463,,,S,4,
21458,18029,300212,,,,8003609903583951,MARTIN,CHAD,1952-03-26,M,99936,RANCHES LOOP,VIEW,Katrine,NSW,3824,AUS,146.1424,-38.3318,39221492632,,,D,4,
21459,18035,300598,,,,8003609903592630,WHITE,JAN,1971-05-08,M,99934,MAPLE RUN,CLOSE,Targinnie,ACT,2754,AUS,150.7043,-33.5327,68516733971,,,D,4,
21460,18040,,,,,,BROWN,DANNY,1963-05-26,M,99979,BUTTEFIELD,RIDGE,Cardinia,WA,2525,AUS,150.8501,-34.4311,27549007642,,,M,4,
21461,18046,302008,,,,8003609903624227,TAYLOR,SELMA,1987-04-16,F,99945,BIRCH HOLLOW,WALK,Geilston Bay,NT,5033,AUS,138.5658,-34.9321,56832957344,,,M,4,
21462,18052,305904,,,,8003609903621629,JOHNSON,MELVIN,2000-12-24,M,99983,BUSTER,PARADE,Hamilton Plains,SA,6605,AUS,116.8047,-30.7175,38352776942,,,S,4,
21463,18058,300452,,,,8003609903589321,BROWN,PATRICK,1982-06-06,M,99947,CHESTER,GLEN,Dales Creek,WA,4428,AUS,149.1840,-26.7657,43187147334,,,M,4,
21464,18063,300836,,,,8003609903581732,TAYLOR,CHRISTOPHER,1985-08-13,M,99951,NORA,RIDGE,Sunshine Plaza,WA,5067,AUS,138.6282,-34.9307,59569805964,,,S,4,
21465,18069,,,,,,SMITH,KATHRYN,2003-07-31,F,99917,SANDY GULCH,VISTA,Main Arm,TAS,3850,AUS,147.0812,-38.1061,31600893274,,,S,4,
21466,18075,303242,,,,8003609903652103,SMITH,ANGEL,1999-01-31,M,99916,LOUMIS,PROMENADE,Durham Downs,NT,3184,AUS,144.9855,-37.8810,30515286852,,,S,4,2015-12-10
21467,18080,304572,,,,8003609903681961,BROWN,SHARON,1939-02-10,F,99908,CALEB,MALL,Calivil,TAS,2257,AUS,151.3475,-33.5138,28404601522,,,M,4,
21468,18085,,,,,,JONES,JUDI,1965-10-30,F,99920,HAVEN GLEN,TERRACE,Wadalba,TAS,5730,AUS,138.5837,-31.0617,57516255274,,,M,4,
21469,18091,301402,,,,8003609903610671,WILSON,CLARENCE,2006-03-01,M,99940,SILVERSTONE,MALL,Kyneton,WA,4738,AUS,149.3709,-21.7082,42635007723,,,S,4,
21470,18097,300654,,,,8003609903593844,JOHNSON,LIZZIE,1943-01-17,F,99978,ANNAPOLIS,CONCOURSE,Campbellfield,NSW,6623,AUS,116.2424,-29.2089,69855711673,,,S,4,
21471,18102,302416,,,,8003609903633434,WILLIAMS,RALPH,1996-10-22,U,99983,BALDWIN PARK,WAY,Bongeen,ACT,6081,AUS,116.1612,-31.8509,36906931773,,,M,1,
21472,18107,305138,,,,8003609903579637,JOHNSON,ROSALINDA,1985-12-15,F,99908,FOX DEN,WAY,Butlers Gorge,WA,2371,AUS,151.5495,-29.3661,43027340511,,,S,4,
21473,18113,305276,,,,8003609903697819,JONES,MURIEL,1960-06-26,F,99926,KEWANEE,PROMENADE,Glossodia,TAS,3862,AUS,147.2127,-37.8984,39912598445,,,S,4,
21474,18119,305092,,,,8003609903693669,MARTIN,TRUDY,1984-12-04,F,99960,EQUESTRIAN,CIRCLE,Yelarbon,ACT,0830,AUS,130.9728,-12.4725,01733347245,,,M,4,
21475,18124,304950,,,,8003609903690442,SMITH,LILIAN,1935-06-30,F,99964,ROSEHAVEN,VISTA,Arrino,SA,2807,AUS,148.5607,-34.0126,27662254855,,,S,4,
21476,18129,303888,,,,8003609903666608,BROWN,KATHLEEN,1938-08-06,F,99966,SHADOW RIDGE,CAUSEWAY,Broken Hill West,SA,6232,AUS,115.7154,-33.3186,69175237854,,,S,4,
21477,18134,303822,,,,8003609903665105,JONES,CARL,2016-06-08,M,99922,COOPER,MALL,Mount Richon,ACT,5322,AUS,139.9348,-34.1952,54490834721,,,S,4,
21478,18139,,,,,,JONES,LUCY,1970-07-06,F,99975,FAWN POINT,VISTA,Blackrock,NSW,3762,AUS,144.9307,-37.3505,33527778421,,,M,4,
21479,18145,300144,,,,8003609903582490,SMITH,JOHNNY,1947-09-25,M,99955,MOUNTAIN VISTA,WAY,Sampson Flat,WA,2210,AUS,151.0565,-33.9618,23804425222,,,M,4,
21480,18150,300510,,,,8003609903590642,SMITH,MICHELLE,1971-01-15,F,99967,COPPER PEAK,RIDGE,Red Rock,TAS,3003,AUS,144.9204,-37.8105,34543071775,,,M,4,
21481,18156,305560,,,,8003609903704243,WILLIAMS,KRISTI,1986-09-25,F,99955,BLACK STONE,ALLEY,Qualeup,TAS,2792,AUS,148.8782,-33.6671,69031658664,,,D,4,2003-09-09
21482,18162,304956,,,,8003609903690582,TAYLOR,MICHAELA,1958-09-17,F,99959,DEVON,ESPLANADE,Monto,TAS,5082,AUS,138.5911,-34.8968,55064548341,,,M,4,
21483,18168,304208,,,,8003609903579637,JOHNSON-BROWN,ROSALINDA,2016-04-15,F,99912,BRAEMAR,AVENUE,Mingenew,VIC,4743,AUS,148.1190,-21.3530,43027340511,,,S,4,
21484,18173,303450,,,,8003609903656682,TAYLOR,MARIAN,2007-03-07,F,99965,DECKER LAKE,STRAND,Calamia,SA,4467,AUS,147.5613,-26.2724,43002055542,,,S,4,
21485,18179,300328,,,,8003609903586558,BROWN,PATRICIA,1966-12-13,F,99997,CLOVER MEADOW,VIEW,Karrakatta,QLD,2206,AUS,151.1048,-33.9257,25587625875,,,M,4,
21486,18185,301532,,,,8003609903613600,WILLIAMS,GILBERT,2000-11-20,M,99988,ALONDRA,CAUSEWAY,Nyah,NT,4509,AUS,153.0432,-27.2410,41396107112,,,S,4,
21487,18190,302240,,,,8003609903629481,WILSON,DARREN,1973-05-03,M,99964,OAK TREE,VIEW,Ironbank,ACT,2733,AUS,144.2863,-35.2338,23269502174,,,S,4,
21488,18195,305086,,,,8003609903693511,WILSON,RACHEL,1984-11-05,F,99960,VALLE,RISE,Westbourne Park,WA,7027,AUS,147.3761,-42.5107,59218755433,,,S,4,
21489,18200,300790,,,,8003609903596938,WHITE,AMELIA,1983-06-07,F,99941,ROCK SPRINGS,DRIVE,Wallis Lake,NT,3341,AUS,144.3017,-37.5229,33966553252,,,M,4,
21490,18205,301424,,,,8003609903611166,WILLIAMS,ALBERT,1942-08-14,M,99931,PLUM GROVE,HIGHWAY,Munyabla,NT,7264,AUS,148.0625,-41.0344,58388004662,,,M,4,1993-05-09
21491,18210,305138,,,,8003609903579637,JOHNSON,ROSALINDA,2016-04-15,F,99908,FOX DEN,WAY,Butlers Gorge,WA,2371,AUS,151.5495,-29.3661,43027340511,,,S,4,
21492,18216,303118,,,,8003609903649265,WHITE,SUZANNE,1999-10-03,F,99948,WINDERMERE,TERRACE,Nyarrin,WA,5414,AUS,138.8029,-33.9931,52843000615,,,D,4,
21493,18222,300308,,,,8003609903586111,JONES,PAUL,1970-04-16,M,99981,MADISON RIDGE,PARKWAY,Huddleston,ACT,6714,AUS,116.4073,-20.8346,61887379322,,,S,4,
21494,18228,301212,,,,8003609903606414,SMITH,ESTELLE,1959-05-05,F,99915,KATHLEEN,ROAD,Woolgarlo,TAS,5555,AUS,137.8460,-33.8285,56291385964,,,M,4,
21495,18234,301930,,,,8003609903622478,TAYLOR,JULIA,1978-07-05,F,99949,MAUDINE,WALKWAY,Kerrabee,TAS,5540,AUS,138.0430,-33.1920,56165747132,,,W,4,
21496,18240,301684,,,,8003609903616975,JONES,JOSHUA,2000-01-22,M,99991,WALDEN GLEN,CAUSEWAY,Warrenmang,ACT,5413,AUS,138.8834,-34.0580,58258527825,,,S,4,
21497,18245,302260,,,,8003609903629903,WILSON,ROBERT,1973-07-07,M,99903,CRESTVIEW,PLACE,Gruyere,NT,2230,AUS,151.1496,-34.0849,28212698435,,,S,4,
21498,18251,301868,,,,8003609903621108,WILSON,FREDERICK,1968-09-09,M,99907,ANGEL,CAUSEWAY,Thorpdale,SA,6446,AUS,121.8300,-33.2224,67101684514,,,M,4,
21499,18257,301604,,,,8003609903615191,JOHNSON,NATALIE,1937-10-20,F,99994,FAIRMOUNT,CRUISEWAY,Emu Vale,ACT,3544,AUS,143.1916,-35.4107,38198530932,,,M,4,
21500,18263,,,,,,SMITH,MONIKA,1974-02-12,F,99923,TENWAY,DRIVE,Karrabin,VIC,0829,AUS,131.0081,-12.4554,07630585654,,,S,4,
